db_row,date,weekday,slot,node_name,winner,legacy_people,battle_count,unified_or_constraint,banquet,tax_days,holding_days,release_date,calculation_status
69,2025-10-13,月,3A,ルツム族駐屯地,PONYTAIL,,,,-,4,7,2025-10-20,resolved
69,2025-10-13,月,3B,アト農場,VainqueurJP,,,,,0,7,2025-10-20,resolved
69,2025-10-13,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,,統一,-,0,7,2025-10-20,resolved
69,2025-10-13,月,2B,ギュントの丘,RaиkSS,,,-,-,0,3,2025-10-16,resolved
69,2025-10-13,月,2C,高原地帯,海洋之心,,,-,-,3,7,2025-10-20,resolved
69,2025-10-13,月,1A,隠遁の森,PARMESAN,,,統一,-,0,7,2025-10-20,resolved
69,2025-10-13,月,1B,エワズの丘,彡MukBANG彡,,,統一,-,4,7,2025-10-20,resolved
69,2025-10-13,月,1C,廃城跡入り口,LeLien,,,-,宴会,0,4,2025-10-17,resolved
69,2025-10-13,月,1D,カイア渡し場,ーArchー,,,-,-,0,7,2025-10-20,resolved
69,2025-10-13,月,1E,カズラ農場,Restart,,,-,-,1,7,2025-10-20,resolved
72,2025-10-16,木,3A,北部大農場,RaиkSS,,,,宴会,3,7,2025-10-23,resolved
72,2025-10-16,木,2A,トロル防御基地,ー麒麟ー,,,-,-,0,7,2025-10-23,resolved
72,2025-10-16,木,2B,隠された修道院,義勇,,,-,宴会,0,7,2025-10-23,resolved
72,2025-10-16,木,2C,マルニの第2実験場,MystSA,,,-,-,0,7,2025-10-23,resolved
72,2025-10-16,木,1A,アグリス平原,亗Luxúria亗,,,-,-,0,7,2025-10-23,resolved
72,2025-10-16,木,1B,リンチ農場廃墟,雲淡風輕o,,,-,宴会,0,7,2025-10-23,resolved
72,2025-10-16,木,1C,ブレディー砦,kaioken,,,統一,-,6,7,2025-10-23,resolved
72,2025-10-16,木,1D,エントの森,ーEspoirー,,,-,宴会,0,7,2025-10-23,resolved
72,2025-10-16,木,1E,クリオ村,MÏRÃGË,,,統一,-,0,7,2025-10-23,resolved
73,2025-10-17,金,3A,アグリス祭壇,LeLien,,,,宴会,0,7,2025-10-24,resolved
73,2025-10-17,金,2A,ナーガ抽出場,東京熱株式會社,,,-,宴会,1,7,2025-10-24,resolved
73,2025-10-17,金,2B,オークキャンプ,・殺戮・,,,-,-,0,3,2025-10-20,resolved
73,2025-10-17,金,1B,ハーピーの絶壁,Etërnîty,,,-,宴会,4,7,2025-10-24,resolved
73,2025-10-17,金,1C,ブリの森,一惡人谷一,,,統一,-,0,7,2025-10-24,resolved
73,2025-10-17,金,1D,マンシャの森の奥,TheUniverse,,,-,-,0,7,2025-10-24,resolved
73,2025-10-17,金,1E,廃鉄鉱山採掘場,桜吹雪,,,統一,-,4,7,2025-10-24,resolved
75,2025-10-19,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,#N/A,#N/A,pending_or_error
75,2025-10-19,日,2A,略奪の森,Anino,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
75,2025-10-19,日,2B,忘却の地,PokemonGo,,,-,-,#N/A,#N/A,#N/A,pending_or_error
75,2025-10-19,日,1A,ナーガ沼地,βυsнỉȉdo家族,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
75,2025-10-19,日,1B,旧ダンデリオン,シェイド,,,-,-,3,1,2025-10-20,resolved
75,2025-10-19,日,1C,捨てられた地,Relax,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
75,2025-10-19,日,1D,ベア川下流,柿一門,,,-,-,6,#N/A,#N/A,pending_or_error
75,2025-10-19,日,1E,アルティノ入り口,Döraêmön,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
76,2025-10-20,月,3A,ルツム族駐屯地,PONYTAIL,,,,宴会,0,7,2025-10-27,resolved
76,2025-10-20,月,3B,アト農場,VainqueurJP,,,,-,0,7,2025-10-27,resolved
76,2025-10-20,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,,-,-,0,7,2025-10-27,resolved
76,2025-10-20,月,2B,ギュントの丘,・殺戮・,,,-,宴会,4,7,2025-10-27,resolved
76,2025-10-20,月,2C,高原地帯,雪狼族,,,-,-,0,7,2025-10-27,resolved
76,2025-10-20,月,1A,隠遁の森,Revenant,,,-,-,0,7,2025-10-27,resolved
76,2025-10-20,月,1B,エワズの丘,彡MukBANG彡,,,-,宴会,0,7,2025-10-27,resolved
76,2025-10-20,月,1C,廃城跡入り口,Demise,,,統一,-,3,7,2025-10-27,resolved
76,2025-10-20,月,1D,カイア渡し場,シェイド,,,統一,-,0,7,2025-10-27,resolved
76,2025-10-20,月,1E,カズラ農場,Restart,,,-,宴会,0,7,2025-10-27,resolved
79,2025-10-23,木,3A,北部大農場,RaиkSS,,,,-,0,7,2025-10-30,resolved
79,2025-10-23,木,2A,トロル防御基地,FLORISTS,,,-,宴会,0,1,2025-10-24,resolved
79,2025-10-23,木,2B,隠された修道院,義勇,,,-,-,0,7,2025-10-30,resolved
79,2025-10-23,木,2C,マルニの第2実験場,MystSA,,,統一,-,0,7,2025-10-30,resolved
79,2025-10-23,木,1A,アグリス平原,亗Luxúria亗,,,-,宴会,0,7,2025-10-30,resolved
79,2025-10-23,木,1B,リンチ農場廃墟,雲淡風輕o,,,統一,-,0,7,2025-10-30,resolved
79,2025-10-23,木,1C,ブレディー砦,Maverickz,,,-,-,0,4,2025-10-27,resolved
79,2025-10-23,木,1D,エントの森,ーEspoirー,,,統一,-,0,1,2025-10-24,resolved
79,2025-10-23,木,1E,クリオ村,ーArchー,,,-,-,0,4,2025-10-27,resolved
80,2025-10-24,金,3A,アグリス祭壇,FLORISTS,,,,-,0,7,2025-10-31,resolved
80,2025-10-24,金,2A,ナーガ抽出場,東京熱株式會社,,,-,-,0,7,2025-10-31,resolved
80,2025-10-24,金,2B,オークキャンプ,毛家村,,,-,-,4,7,2025-10-31,resolved
80,2025-10-24,金,1A,北部採石場,月下の集い,,,-,-,0,7,2025-10-31,resolved
80,2025-10-24,金,1B,ハーピーの絶壁,オアシスステップ,,,統一,-,0,2,2025-10-26,resolved
80,2025-10-24,金,1C,ブリの森,一惡人谷一,,,-,宴会,0,7,2025-10-31,resolved
80,2025-10-24,金,1D,マンシャの森の奥,TheUniverse,,,統一,-,0,7,2025-10-31,resolved
80,2025-10-24,金,1E,廃鉄鉱山採掘場,ーEspoirー,,,-,宴会,0,6,2025-10-30,resolved
82,2025-10-26,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,#N/A,#N/A,#N/A,pending_or_error
82,2025-10-26,日,2A,略奪の森,PhoenixJP,,,-,-,#N/A,5,2025-10-31,pending_or_error
82,2025-10-26,日,2B,忘却の地,PokemonGo,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
82,2025-10-26,日,1A,ナーガ沼地,βυsнỉȉdo家族,,,-,-,#N/A,#N/A,#N/A,pending_or_error
82,2025-10-26,日,1B,旧ダンデリオン,Astrklotho,,,-,-,6,#N/A,#N/A,pending_or_error
82,2025-10-26,日,1C,捨てられた地,オアシスステップ,,,-,-,#N/A,5,2025-10-31,pending_or_error
82,2025-10-26,日,1D,ベア川下流,海尼根飲酒俱樂部,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
82,2025-10-26,日,1E,アルティノ入り口,UnityJP,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
83,2025-10-27,月,3A,ルツム族駐屯地,PONYTAIL,,,,-,0,7,2025-11-03,resolved
83,2025-10-27,月,3B,アト農場,VainqueurJP,,,,宴会,0,7,2025-11-03,resolved
83,2025-10-27,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,,-,宴会,0,7,2025-11-03,resolved
83,2025-10-27,月,2B,ギュントの丘,・殺戮・,,,-,-,0,6,2025-11-02,resolved
83,2025-10-27,月,2C,高原地帯,Maverickz,,,,,0,7,2025-11-03,resolved
83,2025-10-27,月,1A,隠遁の森,Pandora,,,-,宴会,0,7,2025-11-03,resolved
83,2025-10-27,月,1B,エワズの丘,SkyCastle,,,-,-,0,7,2025-11-03,resolved
83,2025-10-27,月,1C,廃城跡入り口,Anino,,,-,-,0,6,2025-11-02,resolved
83,2025-10-27,月,1D,カイア渡し場,ーArchー,,,-,宴会,0,7,2025-11-03,resolved
83,2025-10-27,月,1E,カズラ農場,Иouver,,,統一,-,0,4,2025-10-31,resolved
86,2025-10-30,木,3A,北部大農場,RaиkSS,,,,宴会,0,7,2025-11-06,resolved
86,2025-10-30,木,2A,トロル防御基地,雪狼族,,,-,-,6,7,2025-11-06,resolved
86,2025-10-30,木,2B,隠された修道院,ZirconiA,,,-,-,0,7,2025-11-06,resolved
86,2025-10-30,木,2C,マルニの第2実験場,MystSA,,,,,0,7,2025-11-06,resolved
86,2025-10-30,木,1A,アグリス平原,亗Luxúria亗,,,-,-,0,7,2025-11-06,resolved
86,2025-10-30,木,1B,リンチ農場廃墟,雲淡風輕o,,,-,-,0,7,2025-11-06,resolved
86,2025-10-30,木,1C,ブレディー砦,Döraêmön,,,統一,-,3,4,2025-11-03,resolved
86,2025-10-30,木,1D,エントの森,ーEspoirー,,,-,-,6,3,2025-11-02,resolved
86,2025-10-30,木,1E,クリオ村,天機,,,-,-,3,7,2025-11-06,resolved
87,2025-10-31,金,3A,アグリス祭壇,ーリベリオンー,,,,-,0,7,2025-11-07,resolved
87,2025-10-31,金,2A,ナーガ抽出場,PhoenixJP,,,-,-,0,7,2025-11-07,resolved
87,2025-10-31,金,2B,オークキャンプ,毛家村,,,統一,宴会,0,7,2025-11-07,resolved
87,2025-10-31,金,1A,北部採石場,TheEnd,,,統一,-,0,7,2025-11-07,resolved
87,2025-10-31,金,1B,ハーピーの絶壁,オアシスステップ,,,-,-,5,7,2025-11-07,resolved
87,2025-10-31,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2025-11-07,resolved
87,2025-10-31,金,1D,マンシャの森の奥,TheUniverse,,,-,宴会,0,7,2025-11-07,resolved
87,2025-10-31,金,1E,廃鉄鉱山採掘場,Иouver,,,-,-,1,7,2025-11-07,resolved
89,2025-11-02,日,3A,デルニール農場,・殺戮・,,,,-,#N/A,4,2025-11-06,pending_or_error
89,2025-11-02,日,2A,略奪の森,AlmaVivaJP,,,-,-,2,#N/A,#N/A,pending_or_error
89,2025-11-02,日,2B,忘却の地,TRAITORs,,,-,-,#N/A,#N/A,#N/A,pending_or_error
89,2025-11-02,日,1A,ナーガ沼地,彡MukBANG彡,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
89,2025-11-02,日,1B,旧ダンデリオン,ーEspoirー,,,統一,宴会,#N/A,4,2025-11-06,pending_or_error
89,2025-11-02,日,1C,捨てられた地,Anino,,,統一,-,2,#N/A,#N/A,pending_or_error
89,2025-11-02,日,1D,ベア川下流,磯野家,,,-,宴会,#N/A,#N/A,#N/A,pending_or_error
89,2025-11-02,日,1E,アルティノ入り口,UnityJP,,,-,-,#N/A,1,2025-11-03,pending_or_error
90,2025-11-03,月,3A,ルツム族駐屯地,沙漠黑鷹,,,,-,0,6,2025-11-09,resolved
90,2025-11-03,月,3B,アト農場,VainqueurJP,,,,,0,7,2025-11-10,resolved
90,2025-11-03,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,,-,-,0,7,2025-11-10,resolved
90,2025-11-03,月,2B,ギュントの丘,Döraêmön,,,統一,-,1,7,2025-11-10,resolved
90,2025-11-03,月,2C,高原地帯,Maverickz,,,-,-,0,7,2025-11-10,resolved
90,2025-11-03,月,1A,隠遁の森,桜吹雪,,,-,-,0,3,2025-11-06,resolved
90,2025-11-03,月,1B,エワズの丘,SkyCastle,,,統一,-,0,3,2025-11-06,resolved
90,2025-11-03,月,1C,廃城跡入り口,UnityJP,,,-,宴会,1,7,2025-11-10,resolved
90,2025-11-03,月,1D,カイア渡し場,ーArchー,,,-,-,0,3,2025-11-06,resolved
90,2025-11-03,月,1E,カズラ農場,xAEGISx,,,-,-,3,7,2025-11-10,resolved
93,2025-11-06,木,3A,北部大農場,・殺戮・,,,,-,0,7,2025-11-13,resolved
93,2025-11-06,木,2A,トロル防御基地,シェイド,,,-,-,0,7,2025-11-13,resolved
93,2025-11-06,木,2B,隠された修道院,桜吹雪,,,-,宴会,0,7,2025-11-13,resolved
93,2025-11-06,木,2C,マルニの第2実験場,MystSA,,,-,宴会,0,7,2025-11-13,resolved
93,2025-11-06,木,1A,アグリス平原,Restart,,,-,-,0,7,2025-11-13,resolved
93,2025-11-06,木,1B,リンチ農場廃墟,MÏRÃGË,,,統一,-,0,7,2025-11-13,resolved
93,2025-11-06,木,1C,ブレディー砦,SkyCastle,,,-,-,3,4,2025-11-10,resolved
93,2025-11-06,木,1D,エントの森,ーEspoirー,,,-,宴会,4,7,2025-11-13,resolved
93,2025-11-06,木,1E,クリオ村,ーArchー,,,-,宴会,0,7,2025-11-13,resolved
94,2025-11-07,金,3A,アグリス祭壇,LeLien,,,,宴会,0,7,2025-11-14,resolved
94,2025-11-07,金,2A,ナーガ抽出場,PhoenixJP,,,-,宴会,0,6,2025-11-13,resolved
94,2025-11-07,金,2B,オークキャンプ,雪狼族,,,-,-,0,3,2025-11-10,resolved
94,2025-11-07,金,1A,北部採石場,ひよこりあ,,,-,宴会,0,3,2025-11-10,resolved
94,2025-11-07,金,1B,ハーピーの絶壁,オアシスステップ,,,-,宴会,0,7,2025-11-14,resolved
94,2025-11-07,金,1C,ブリの森,一惡人谷一,,,統一,-,0,7,2025-11-14,resolved
94,2025-11-07,金,1D,マンシャの森の奥,TheUniverse,,,統一,-,0,2,2025-11-09,resolved
94,2025-11-07,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,統一,-,0,6,2025-11-13,resolved
96,2025-11-09,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,3,#N/A,#N/A,pending_or_error
96,2025-11-09,日,2A,略奪の森,AlmaVivaJP,,,-,-,#N/A,1,2025-11-10,pending_or_error
96,2025-11-09,日,2B,忘却の地,PONYTAIL,,,-,-,#N/A,#N/A,#N/A,pending_or_error
96,2025-11-09,日,1A,ナーガ沼地,βυsнỉȉdo家族,,,-,-,#N/A,#N/A,#N/A,pending_or_error
96,2025-11-09,日,1B,旧ダンデリオン,Astrklotho,,,-,-,3,#N/A,#N/A,pending_or_error
96,2025-11-09,日,1C,捨てられた地,TheUniverse,,,-,宴会,#N/A,5,2025-11-14,pending_or_error
96,2025-11-09,日,1D,ベア川下流,義勇,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
96,2025-11-09,日,1E,アルティノ入り口,Revenant,,,統一,-,6,#N/A,#N/A,pending_or_error
97,2025-11-10,月,3A,ルツム族駐屯地,RaиkSS,,,,宴会,1,7,2025-11-17,resolved
97,2025-11-10,月,3B,アト農場,雪狼族,,,,,0,7,2025-11-17,resolved
97,2025-11-10,月,2A,ベリア農場地帯,AlmaVivaJP,,,-,-,0,7,2025-11-17,resolved
97,2025-11-10,月,2B,ギュントの丘,ーリベリオンー,,,-,宴会,0,7,2025-11-17,resolved
97,2025-11-10,月,2C,高原地帯,Maverickz,,,-,-,0,7,2025-11-17,resolved
97,2025-11-10,月,1A,隠遁の森,Pandora,,,-,-,4,7,2025-11-17,resolved
97,2025-11-10,月,1B,エワズの丘,SkyCastle,,,-,宴会,4,6,2025-11-16,resolved
97,2025-11-10,月,1C,廃城跡入り口,UnityJP,,,統一,-,0,7,2025-11-17,resolved
97,2025-11-10,月,1D,カイア渡し場,ひよこりあ,,,統一,-,4,7,2025-11-17,resolved
97,2025-11-10,月,1E,カズラ農場,xAEGISx,,,-,宴会,0,7,2025-11-17,resolved
100,2025-11-13,木,3A,北部大農場,毛家村,,,,-,0,7,2025-11-20,resolved
100,2025-11-13,木,2A,トロル防御基地,PhoenixJP,,,-,宴会,0,7,2025-11-20,resolved
100,2025-11-13,木,2B,隠された修道院,柿一門,,,-,-,0,7,2025-11-20,resolved
100,2025-11-13,木,2C,マルニの第2実験場,MystSA,,,,,0,7,2025-11-20,resolved
100,2025-11-13,木,1A,アグリス平原,Restart,,,-,-,0,4,2025-11-17,resolved
100,2025-11-13,木,1B,リンチ農場廃墟,雲淡風輕o,,,-,宴会,0,7,2025-11-20,resolved
100,2025-11-13,木,1C,ブレディー砦,彡MukBANG彡,,,-,-,3,7,2025-11-20,resolved
100,2025-11-13,木,1D,エントの森,ーEspoirー,,,統一,-,0,7,2025-11-20,resolved
100,2025-11-13,木,1E,クリオ村,亗Luxúria亗,,,統一,-,0,7,2025-11-20,resolved
101,2025-11-14,金,3A,アグリス祭壇,殺戮THM,,,,-,0,7,2025-11-21,resolved
101,2025-11-14,金,2A,ナーガ抽出場,Döraêmön,,,統一,-,1,7,2025-11-21,resolved
101,2025-11-14,金,2B,オークキャンプ,TheUniverse,,,-,-,4,7,2025-11-21,resolved
101,2025-11-14,金,1A,北部採石場,黒の太陽,,,-,-,4,6,2025-11-20,resolved
101,2025-11-14,金,1B,ハーピーの絶壁,オアシスステップ,,,統一,-,0,7,2025-11-21,resolved
101,2025-11-14,金,1C,ブリの森,一惡人谷一,,,-,宴会,0,7,2025-11-21,resolved
101,2025-11-14,金,1D,マンシャの森の奥,ーArchー,,,-,-,5,7,2025-11-21,resolved
103,2025-11-16,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,#N/A,#N/A,pending_or_error
103,2025-11-16,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,-,宴会,6,#N/A,#N/A,pending_or_error
103,2025-11-16,日,2B,忘却の地,TRAITORs,,,-,-,#N/A,#N/A,#N/A,pending_or_error
103,2025-11-16,日,1A,ナーガ沼地,βυsнỉȉdo家族,,,統一,宴会,#N/A,#N/A,#N/A,pending_or_error
103,2025-11-16,日,1B,旧ダンデリオン,Astrklotho,,,-,-,#N/A,4,2025-11-20,pending_or_error
103,2025-11-16,日,1C,捨てられた地,SkyCastle,,,統一,-,2,#N/A,#N/A,pending_or_error
103,2025-11-16,日,1D,ベア川下流,義勇,,,-,-,#N/A,#N/A,#N/A,pending_or_error
103,2025-11-16,日,1E,アルティノ入り口,MÏRÃGË,,,-,-,#N/A,#N/A,#N/A,pending_or_error
104,2025-11-17,月,3A,ルツム族駐屯地,PokemonGo,,,,-,0,7,2025-11-24,resolved
104,2025-11-17,月,3B,アト農場,雪狼族,,,,,0,7,2025-11-24,resolved
104,2025-11-17,月,2A,ベリア農場地帯,AlmaVivaJP,,,-,宴会,0,7,2025-11-24,resolved
104,2025-11-17,月,2B,ギュントの丘,ーリベリオンー,,,-,-,0,7,2025-11-24,resolved
104,2025-11-17,月,2C,高原地帯,Maverickz,,,-,-,0,7,2025-11-24,resolved
104,2025-11-17,月,1A,隠遁の森,Revenant,,,-,宴会,0,7,2025-11-24,resolved
104,2025-11-17,月,1B,エワズの丘,Restart,,,-,-,1,7,2025-11-24,resolved
104,2025-11-17,月,1C,廃城跡入り口,UnityJP,,,-,-,0,7,2025-11-24,resolved
104,2025-11-17,月,1D,カイア渡し場,LeLien,,,-,-,0,7,2025-11-24,resolved
104,2025-11-17,月,1E,カズラ農場,xAEGISx,,,統一,-,0,3,2025-11-20,resolved
107,2025-11-20,木,3A,北部大農場,PONYTAIL,,,,宴会,0,7,2025-11-27,resolved
107,2025-11-20,木,2A,トロル防御基地,Anino,,,統一,-,0,7,2025-11-27,resolved
107,2025-11-20,木,2B,隠された修道院,黒の太陽,,,-,-,0,7,2025-11-27,resolved
107,2025-11-20,木,2C,マルニの第2実験場,MystSA,,,-,-,0,7,2025-11-27,resolved
107,2025-11-20,木,1A,アグリス平原,C0BRA,,,統一,宴会,3,7,2025-11-27,resolved
107,2025-11-20,木,1B,リンチ農場廃墟,xAEGISx,,,-,-,0,1,2025-11-21,resolved
107,2025-11-20,木,1C,ブレディー砦,彡MukBANG彡,,,統一,-,0,7,2025-11-27,resolved
107,2025-11-20,木,1D,エントの森,ーEspoirー,,,-,-,0,1,2025-11-21,resolved
107,2025-11-20,木,1E,クリオ村,Astrklotho,,,-,-,0,7,2025-11-27,resolved
108,2025-11-21,金,3A,アグリス祭壇,・殺戮・,,,,宴会,0,7,2025-11-28,resolved
108,2025-11-21,金,2A,ナーガ抽出場,PhoenixJP,,,-,-,0,3,2025-11-24,resolved
108,2025-11-21,金,2B,オークキャンプ,xAEGISx,,,-,宴会,0,7,2025-11-28,resolved
108,2025-11-21,金,1A,北部採石場,Sangsaka,,,統一,-,1,7,2025-11-28,resolved
108,2025-11-21,金,1B,ハーピーの絶壁,ーEspoirー,,,-,-,0,2,2025-11-23,resolved
108,2025-11-21,金,1C,ブリの森,一惡人谷一,,,-,-,0,7,2025-11-28,resolved
108,2025-11-21,金,1D,マンシャの森の奥,ーArchー,,,-,宴会,0,7,2025-11-28,resolved
108,2025-11-21,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,,-,-,0,3,2025-11-24,resolved
110,2025-11-23,日,3A,デルニール農場,沙漠黑鷹,,,,-,#N/A,#N/A,#N/A,pending_or_error
110,2025-11-23,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,-,-,#N/A,#N/A,#N/A,pending_or_error
110,2025-11-23,日,2B,忘却の地,TRAITORs,,,-,宴会,#N/A,4,2025-11-27,pending_or_error
110,2025-11-23,日,1A,ナーガ沼地,βυsнỉȉdo家族,,,-,-,#N/A,#N/A,#N/A,pending_or_error
110,2025-11-23,日,1B,旧ダンデリオン,ーEspoirー,,,統一,宴会,3,5,2025-11-28,resolved
110,2025-11-23,日,1C,捨てられた地,SkyCastle,,,-,-,#N/A,1,2025-11-24,pending_or_error
110,2025-11-23,日,1D,ベア川下流,義勇,,,統一,宴会,#N/A,#N/A,#N/A,pending_or_error
110,2025-11-23,日,1E,アルティノ入り口,磯野家,,,統一,宴会,#N/A,#N/A,#N/A,pending_or_error
111,2025-11-24,月,3A,ルツム族駐屯地,RaиkSS,,,,宴会,0,7,2025-12-01,resolved
111,2025-11-24,月,3B,アト農場,雪狼族,,,,-,0,7,2025-12-01,resolved
111,2025-11-24,月,2A,ベリア農場地帯,AlmaVivaJP,,,-,-,0,7,2025-12-01,resolved
111,2025-11-24,月,2B,ギュントの丘,PhoenixJP,,,-,宴会,0,7,2025-12-01,resolved
111,2025-11-24,月,2C,高原地帯,Maverickz,,,統一,-,0,3,2025-11-27,resolved
111,2025-11-24,月,1A,隠遁の森,Revenant,,,-,-,0,7,2025-12-01,resolved
111,2025-11-24,月,1B,エワズの丘,SkyCastle,,,統一,-,0,3,2025-11-27,resolved
111,2025-11-24,月,1C,廃城跡入り口,UnityJP,,,-,宴会,0,6,2025-11-30,resolved
111,2025-11-24,月,1D,カイア渡し場,LeLien,,,-,宴会,0,7,2025-12-01,resolved
111,2025-11-24,月,1E,カズラ農場,亗Luxúria亗,,,-,-,4,7,2025-12-01,resolved
114,2025-11-27,木,3A,北部大農場,Maverickz,,,,-,0,7,2025-12-04,resolved
114,2025-11-27,木,2A,トロル防御基地,TRAITORs,,,-,-,0,3,2025-11-30,resolved
114,2025-11-27,木,2B,隠された修道院,黒の太陽,,,-,-,0,7,2025-12-04,resolved
114,2025-11-27,木,2C,マルニの第2実験場,VainqueurJP,,,-,宴会,0,7,2025-12-04,resolved
114,2025-11-27,木,1A,アグリス平原,Restart,,,-,-,0,7,2025-12-04,resolved
114,2025-11-27,木,1B,リンチ農場廃墟,雲淡風輕o,,,統一,-,6,7,2025-12-04,resolved
114,2025-11-27,木,1C,ブレディー砦,彡MukBANG彡,,,-,-,0,7,2025-12-04,resolved
114,2025-11-27,木,1D,エントの森,SkyCastle,,,-,宴会,6,7,2025-12-04,resolved
114,2025-11-27,木,1E,クリオ村,Döraêmön,,,統一,宴会,0,1,2025-11-28,resolved
115,2025-11-28,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2025-12-05,resolved
115,2025-11-28,金,2A,ナーガ抽出場,Döraêmön,,,-,宴会,4,3,2025-12-01,resolved
115,2025-11-28,金,2B,オークキャンプ,xAEGISx,,,-,-,0,7,2025-12-05,resolved
115,2025-11-28,金,1A,北部採石場,Pandora,,,-,-,0,7,2025-12-05,resolved
115,2025-11-28,金,1B,ハーピーの絶壁,ーEspoirー,,,-,-,5,3,2025-12-01,resolved
115,2025-11-28,金,1C,ブリの森,一惡人谷一,,,統一,-,0,7,2025-12-05,resolved
115,2025-11-28,金,1D,マンシャの森の奥,ーArchー,,,統一,-,0,7,2025-12-05,resolved
115,2025-11-28,金,1E,廃鉄鉱山採掘場,Anino,,,統一,-,4,7,2025-12-05,resolved
117,2025-11-30,日,3A,デルニール農場,沙漠黑鷹,,,,宴会,#N/A,#N/A,#N/A,pending_or_error
117,2025-11-30,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,-,-,#N/A,#N/A,#N/A,pending_or_error
117,2025-11-30,日,2B,忘却の地,TRAITORs,,,-,-,3,#N/A,#N/A,pending_or_error
117,2025-11-30,日,1A,ナーガ沼地,βυsнỉȉdo家族,,,統一,-,#N/A,#N/A,#N/A,pending_or_error
117,2025-11-30,日,1B,旧ダンデリオン,ーリベリオンー,,,-,-,2,#N/A,#N/A,pending_or_error
117,2025-11-30,日,1C,捨てられた地,オアシスステップ,,,-,宴会,6,5,2025-12-05,resolved
117,2025-11-30,日,1D,ベア川下流,桜吹雪,,,-,-,#N/A,4,2025-12-04,pending_or_error
117,2025-11-30,日,1E,アルティノ入り口,UnityJP,,,-,-,#N/A,1,2025-12-01,pending_or_error
118,2025-12-01,月,3A,ルツム族駐屯地,RaиkSS,,,,-,0,3,2025-12-04,resolved
118,2025-12-01,月,3B,アト農場,雪狼族,,,,宴会,0,7,2025-12-08,resolved
118,2025-12-01,月,2A,ベリア農場地帯,PokemonGo,,,-,-,0,7,2025-12-08,resolved
118,2025-12-01,月,2B,ギュントの丘,UnityJP,,,-,-,0,7,2025-12-08,resolved
118,2025-12-01,月,2C,高原地帯,Döraêmön,,,-,宴会,4,7,2025-12-08,resolved
118,2025-12-01,月,1A,隠遁の森,Revenant,,,統一,-,0,7,2025-12-08,resolved
118,2025-12-01,月,1B,エワズの丘,ーEspoirー,,,-,宴会,4,3,2025-12-04,resolved
118,2025-12-01,月,1C,廃城跡入り口,RëBîrth,,,-,-,1,7,2025-12-08,resolved
118,2025-12-01,月,1D,カイア渡し場,ー麒麟ー,,,統一,-,0,7,2025-12-08,resolved
118,2025-12-01,月,1E,カズラ農場,GALAKSI,,,統一,宴会,0,7,2025-12-08,resolved
121,2025-12-04,木,3A,北部大農場,RaиkSS,,,,宴会,0,7,2025-12-11,resolved
121,2025-12-04,木,2A,トロル防御基地,義勇,,,-,-,4,7,2025-12-11,resolved
121,2025-12-04,木,2B,隠された修道院,桜吹雪,,,-,宴会,0,7,2025-12-11,resolved
121,2025-12-04,木,2C,マルニの第2実験場,VainqueurJP,,,,,0,4,2025-12-08,resolved
121,2025-12-04,木,1A,アグリス平原,Restart,,,-,-,0,7,2025-12-11,resolved
121,2025-12-04,木,1B,リンチ農場廃墟,放置無言出入自由,,,-,-,0,7,2025-12-11,resolved
121,2025-12-04,木,1C,ブレディー砦,亗Luxúria亗,,,統一,宴会,0,7,2025-12-11,resolved
121,2025-12-04,木,1D,エントの森,SkyCastle,,,-,-,0,3,2025-12-07,resolved
121,2025-12-04,木,1E,クリオ村,ーEspoirー,,,-,-,6,3,2025-12-07,resolved
122,2025-12-05,金,3A,アグリス祭壇,・殺戮・,,,,-,0,7,2025-12-12,resolved
122,2025-12-05,金,2A,ナーガ抽出場,MystSA,,,-,-,4,3,2025-12-08,resolved
122,2025-12-05,金,2B,オークキャンプ,TheUniverse,,,-,-,0,3,2025-12-08,resolved
122,2025-12-05,金,1A,北部採石場,黄昏のえりしおん,,,-,-,0,7,2025-12-12,resolved
