source_row,date,weekday,slot,node_name,winner,battle_count,unified,banquet,node_mapping_status
83,2025-11-03,月,3A,ルツム族駐屯地,沙漠黑鷹,,,-,ok
83,2025-11-03,月,3B,アト農場,VainqueurJP,,,,ok
83,2025-11-03,月,2A,ベリア農場地帯,氣噗噗讓玻璃心碎一地,,-,-,ok
83,2025-11-03,月,2B,ギュントの丘,Döraêmön,,統一,-,ok
83,2025-11-03,月,2C,高原地帯,Maverickz,,-,-,ok
83,2025-11-03,月,1A,隠遁の森,桜吹雪,,-,-,ok
83,2025-11-03,月,1B,エワズの丘,SkyCastle,,統一,-,ok
83,2025-11-03,月,1C,廃城跡入り口,UnityJP,,-,宴会,ok
83,2025-11-03,月,1D,カイア渡し場,ーArchー,,-,-,ok
83,2025-11-03,月,1E,カズラ農場,xAEGISx,,-,-,ok
86,2025-11-06,木,3A,北部大農場,・殺戮・,,,-,ok
86,2025-11-06,木,2A,トロル防御基地,シェイド,,-,-,ok
86,2025-11-06,木,2B,隠された修道院,桜吹雪,,-,宴会,ok
86,2025-11-06,木,2C,マルニの第2実験場,MystSA,,-,宴会,ok
86,2025-11-06,木,1A,アグリス平原,Restart,,-,-,ok
86,2025-11-06,木,1B,リンチ農場廃墟,MÏRÃGË,,統一,-,ok
86,2025-11-06,木,1C,ブレディー砦,SkyCastle,,-,-,ok
86,2025-11-06,木,1D,エントの森,ーEspoirー,,-,宴会,ok
86,2025-11-06,木,1E,クリオ村,ーArchー,,-,宴会,ok
87,2025-11-07,金,3A,アグリス祭壇,LeLien,,,宴会,ok
87,2025-11-07,金,2A,ナーガ抽出場,PhoenixJP,,-,宴会,ok
87,2025-11-07,金,2B,オークキャンプ,雪狼族,,-,-,ok
87,2025-11-07,金,1A,北部採石場,ひよこりあ,,-,宴会,ok
87,2025-11-07,金,1B,ハーピーの絶壁,オアシスステップ,,-,宴会,ok
87,2025-11-07,金,1C,ブリの森,一惡人谷一,,統一,-,ok
87,2025-11-07,金,1D,マンシャの森の奥,TheUniverse,,統一,-,ok
87,2025-11-07,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,統一,-,ok
89,2025-11-09,日,3A,デルニール農場,沙漠黑鷹,,,宴会,ok
89,2025-11-09,日,2A,略奪の森,AlmaVivaJP,,-,-,ok
89,2025-11-09,日,2B,忘却の地,PONYTAIL,,-,-,ok
89,2025-11-09,日,1A,ナーガ沼地,βυsнỉȉdo家族,,-,-,ok
89,2025-11-09,日,1B,旧ダンデリオン,Astrklotho,,-,-,ok
89,2025-11-09,日,1C,捨てられた地,TheUniverse,,-,宴会,ok
89,2025-11-09,日,1D,ベア川下流,義勇,,統一,-,ok
89,2025-11-09,日,1E,アルティノ入り口,Revenant,,統一,-,ok
90,2025-11-10,月,3A,ルツム族駐屯地,RaиkSS,,,宴会,ok
90,2025-11-10,月,3B,アト農場,雪狼族,,,,ok
90,2025-11-10,月,2A,ベリア農場地帯,AlmaVivaJP,,-,-,ok
90,2025-11-10,月,2B,ギュントの丘,ーリベリオンー,,-,宴会,ok
90,2025-11-10,月,2C,高原地帯,Maverickz,,-,-,ok
90,2025-11-10,月,1A,隠遁の森,Pandora,,-,-,ok
90,2025-11-10,月,1B,エワズの丘,SkyCastle,,-,宴会,ok
90,2025-11-10,月,1C,廃城跡入り口,UnityJP,,統一,-,ok
90,2025-11-10,月,1D,カイア渡し場,ひよこりあ,,統一,-,ok
90,2025-11-10,月,1E,カズラ農場,xAEGISx,,-,宴会,ok
93,2025-11-13,木,3A,北部大農場,毛家村,,,-,ok
93,2025-11-13,木,2A,トロル防御基地,PhoenixJP,,-,宴会,ok
93,2025-11-13,木,2B,隠された修道院,柿一門,,-,-,ok
93,2025-11-13,木,2C,マルニの第2実験場,MystSA,,,,ok
93,2025-11-13,木,1A,アグリス平原,Restart,,-,-,ok
93,2025-11-13,木,1B,リンチ農場廃墟,雲淡風輕o,,-,宴会,ok
93,2025-11-13,木,1C,ブレディー砦,彡MukBANG彡,,-,-,ok
93,2025-11-13,木,1D,エントの森,ーEspoirー,,統一,-,ok
93,2025-11-13,木,1E,クリオ村,亗Luxúria亗,,統一,-,ok
94,2025-11-14,金,3A,アグリス祭壇,殺戮THM,,,-,ok
94,2025-11-14,金,2A,ナーガ抽出場,Döraêmön,,統一,-,ok
94,2025-11-14,金,2B,オークキャンプ,TheUniverse,,-,-,ok
94,2025-11-14,金,1A,北部採石場,黒の太陽,,-,-,ok
94,2025-11-14,金,1B,ハーピーの絶壁,オアシスステップ,,統一,-,ok
94,2025-11-14,金,1C,ブリの森,一惡人谷一,,-,宴会,ok
94,2025-11-14,金,1D,マンシャの森の奥,ーArchー,,-,-,ok
96,2025-11-16,日,3A,デルニール農場,沙漠黑鷹,,,-,ok
96,2025-11-16,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,-,宴会,ok
96,2025-11-16,日,2B,忘却の地,TRAITORs,,-,-,ok
96,2025-11-16,日,1A,ナーガ沼地,βυsнỉȉdo家族,,統一,宴会,ok
96,2025-11-16,日,1B,旧ダンデリオン,Astrklotho,,-,-,ok
96,2025-11-16,日,1C,捨てられた地,SkyCastle,,統一,-,ok
96,2025-11-16,日,1D,ベア川下流,義勇,,-,-,ok
96,2025-11-16,日,1E,アルティノ入り口,MÏRÃGË,,-,-,ok
97,2025-11-17,月,3A,ルツム族駐屯地,PokemonGo,,,-,ok
97,2025-11-17,月,3B,アト農場,雪狼族,,,,ok
97,2025-11-17,月,2A,ベリア農場地帯,AlmaVivaJP,,-,宴会,ok
97,2025-11-17,月,2B,ギュントの丘,ーリベリオンー,,-,-,ok
97,2025-11-17,月,2C,高原地帯,Maverickz,,-,-,ok
97,2025-11-17,月,1A,隠遁の森,Revenant,,-,宴会,ok
97,2025-11-17,月,1B,エワズの丘,Restart,,-,-,ok
97,2025-11-17,月,1C,廃城跡入り口,UnityJP,,-,-,ok
97,2025-11-17,月,1D,カイア渡し場,LeLien,,-,-,ok
97,2025-11-17,月,1E,カズラ農場,xAEGISx,,統一,-,ok
100,2025-11-20,木,3A,北部大農場,PONYTAIL,,,宴会,ok
100,2025-11-20,木,2A,トロル防御基地,Anino,,統一,-,ok
100,2025-11-20,木,2B,隠された修道院,黒の太陽,,-,-,ok
100,2025-11-20,木,2C,マルニの第2実験場,MystSA,,-,-,ok
100,2025-11-20,木,1A,アグリス平原,C0BRA,,統一,宴会,ok
100,2025-11-20,木,1B,リンチ農場廃墟,xAEGISx,,-,-,ok
100,2025-11-20,木,1C,ブレディー砦,彡MukBANG彡,,統一,-,ok
100,2025-11-20,木,1D,エントの森,ーEspoirー,,-,-,ok
100,2025-11-20,木,1E,クリオ村,Astrklotho,,-,-,ok
101,2025-11-21,金,3A,アグリス祭壇,・殺戮・,,,宴会,ok
101,2025-11-21,金,2A,ナーガ抽出場,PhoenixJP,,-,-,ok
101,2025-11-21,金,2B,オークキャンプ,xAEGISx,,-,宴会,ok
101,2025-11-21,金,1A,北部採石場,Sangsaka,,統一,-,ok
101,2025-11-21,金,1B,ハーピーの絶壁,ーEspoirー,,-,-,ok
101,2025-11-21,金,1C,ブリの森,一惡人谷一,,-,-,ok
101,2025-11-21,金,1D,マンシャの森の奥,ーArchー,,-,宴会,ok
101,2025-11-21,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,-,-,ok
103,2025-11-23,日,3A,デルニール農場,沙漠黑鷹,,,-,ok
103,2025-11-23,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,-,-,ok
103,2025-11-23,日,2B,忘却の地,TRAITORs,,-,宴会,ok
103,2025-11-23,日,1A,ナーガ沼地,βυsнỉȉdo家族,,-,-,ok
103,2025-11-23,日,1B,旧ダンデリオン,ーEspoirー,,統一,宴会,ok
103,2025-11-23,日,1C,捨てられた地,SkyCastle,,-,-,ok
103,2025-11-23,日,1D,ベア川下流,義勇,,統一,宴会,ok
103,2025-11-23,日,1E,アルティノ入り口,磯野家,,統一,宴会,ok
104,2025-11-24,月,3A,ルツム族駐屯地,RaиkSS,,,宴会,ok
104,2025-11-24,月,3B,アト農場,雪狼族,,,-,ok
104,2025-11-24,月,2A,ベリア農場地帯,AlmaVivaJP,,-,-,ok
104,2025-11-24,月,2B,ギュントの丘,PhoenixJP,,-,宴会,ok
104,2025-11-24,月,2C,高原地帯,Maverickz,,統一,-,ok
104,2025-11-24,月,1A,隠遁の森,Revenant,,-,-,ok
104,2025-11-24,月,1B,エワズの丘,SkyCastle,,統一,-,ok
104,2025-11-24,月,1C,廃城跡入り口,UnityJP,,-,宴会,ok
104,2025-11-24,月,1D,カイア渡し場,LeLien,,-,宴会,ok
104,2025-11-24,月,1E,カズラ農場,亗Luxúria亗,,-,-,ok
107,2025-11-27,木,3A,北部大農場,Maverickz,,,-,ok
107,2025-11-27,木,2A,トロル防御基地,TRAITORs,,-,-,ok
107,2025-11-27,木,2B,隠された修道院,黒の太陽,,-,-,ok
107,2025-11-27,木,2C,マルニの第2実験場,VainqueurJP,,-,宴会,ok
107,2025-11-27,木,1A,アグリス平原,Restart,,-,-,ok
107,2025-11-27,木,1B,リンチ農場廃墟,雲淡風輕o,,統一,-,ok
107,2025-11-27,木,1C,ブレディー砦,彡MukBANG彡,,-,-,ok
107,2025-11-27,木,1D,エントの森,SkyCastle,,-,宴会,ok
107,2025-11-27,木,1E,クリオ村,Döraêmön,,統一,宴会,ok
108,2025-11-28,金,3A,アグリス祭壇,・殺戮・,,,-,ok
108,2025-11-28,金,2A,ナーガ抽出場,Döraêmön,,-,宴会,ok
108,2025-11-28,金,2B,オークキャンプ,xAEGISx,,-,-,ok
108,2025-11-28,金,1A,北部採石場,Pandora,,-,-,ok
108,2025-11-28,金,1B,ハーピーの絶壁,ーEspoirー,,-,-,ok
108,2025-11-28,金,1C,ブリの森,一惡人谷一,,統一,-,ok
108,2025-11-28,金,1D,マンシャの森の奥,ーArchー,,統一,-,ok
108,2025-11-28,金,1E,廃鉄鉱山採掘場,Anino,,統一,-,ok
110,2025-11-30,日,3A,デルニール農場,沙漠黑鷹,,,宴会,ok
110,2025-11-30,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,-,-,ok
110,2025-11-30,日,2B,忘却の地,TRAITORs,,-,-,ok
110,2025-11-30,日,1A,ナーガ沼地,βυsнỉȉdo家族,,統一,-,ok
110,2025-11-30,日,1B,旧ダンデリオン,ーリベリオンー,,-,-,ok
110,2025-11-30,日,1C,捨てられた地,オアシスステップ,,-,宴会,ok
110,2025-11-30,日,1D,ベア川下流,桜吹雪,,-,-,ok
110,2025-11-30,日,1E,アルティノ入り口,UnityJP,,-,-,ok
111,2025-12-01,月,3A,ルツム族駐屯地,RaиkSS,,,-,ok
111,2025-12-01,月,3B,アト農場,雪狼族,,,宴会,ok
111,2025-12-01,月,2A,ベリア農場地帯,PokemonGo,,-,-,ok
111,2025-12-01,月,2B,ギュントの丘,UnityJP,,-,-,ok
111,2025-12-01,月,2C,高原地帯,Döraêmön,,-,宴会,ok
111,2025-12-01,月,1A,隠遁の森,Revenant,,統一,-,ok
111,2025-12-01,月,1B,エワズの丘,ーEspoirー,,-,宴会,ok
111,2025-12-01,月,1C,廃城跡入り口,RëBîrth,,-,-,ok
111,2025-12-01,月,1D,カイア渡し場,ー麒麟ー,,統一,-,ok
111,2025-12-01,月,1E,カズラ農場,GALAKSI,,統一,宴会,ok
114,2025-12-04,木,3A,北部大農場,RaиkSS,,,宴会,ok
114,2025-12-04,木,2A,トロル防御基地,義勇,,-,-,ok
114,2025-12-04,木,2B,隠された修道院,桜吹雪,,-,宴会,ok
114,2025-12-04,木,2C,マルニの第2実験場,VainqueurJP,,,,ok
114,2025-12-04,木,1A,アグリス平原,Restart,,-,-,ok
114,2025-12-04,木,1B,リンチ農場廃墟,放置無言出入自由,,-,-,ok
114,2025-12-04,木,1C,ブレディー砦,亗Luxúria亗,,統一,宴会,ok
114,2025-12-04,木,1D,エントの森,SkyCastle,,-,-,ok
114,2025-12-04,木,1E,クリオ村,ーEspoirー,,-,-,ok
115,2025-12-05,金,3A,アグリス祭壇,・殺戮・,,,-,ok
115,2025-12-05,金,2A,ナーガ抽出場,MystSA,,-,-,ok
115,2025-12-05,金,2B,オークキャンプ,TheUniverse,,-,-,ok
115,2025-12-05,金,1A,北部採石場,黄昏のえりしおん,,-,-,ok
115,2025-12-05,金,1B,ハーピーの絶壁,オアシスステップ,,統一,宴会,ok
115,2025-12-05,金,1C,ブリの森,一惡人谷一,,-,-,ok
115,2025-12-05,金,1D,マンシャの森の奥,Maverickz,,-,-,ok
115,2025-12-05,金,1E,廃鉄鉱山採掘場,ZirconiA,,-,宴会,ok
117,2025-12-07,日,3A,デルニール農場,沙漠黑鷹,,,-,ok
117,2025-12-07,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,統一,-,ok
117,2025-12-07,日,2B,忘却の地,PONYTAIL,,-,-,ok
117,2025-12-07,日,1A,ナーガ沼地,SkyCastle,,-,宴会,ok
117,2025-12-07,日,1B,旧ダンデリオン,ーリベリオンー,,-,-,ok
117,2025-12-07,日,1C,捨てられた地,オアシスステップ,,統一,-,ok
117,2025-12-07,日,1D,ベア川下流,黒の太陽,,-,-,ok
117,2025-12-07,日,1E,アルティノ入り口,ーEspoirー,,-,-,ok
118,2025-12-08,月,3A,ルツム族駐屯地,VainqueurJP,,,-,ok
118,2025-12-08,月,3B,アト農場,雪狼族,,,-,ok
118,2025-12-08,月,2A,ベリア農場地帯,MystSA,,-,宴会,ok
118,2025-12-08,月,2B,ギュントの丘,UnityJP,,-,-,ok
118,2025-12-08,月,2C,高原地帯,TheUniverse,,-,-,ok
118,2025-12-08,月,1A,隠遁の森,Revenant,,-,宴会,ok
118,2025-12-08,月,1B,エワズの丘,彡MukBANG彡,,統一,-,ok
118,2025-12-08,月,1C,廃城跡入り口,LeLien,,-,-,ok
118,2025-12-08,月,1D,カイア渡し場,シェイド,,-,-,ok
118,2025-12-08,月,1E,カズラ農場,SERENITY,,-,-,ok
121,2025-12-11,木,3A,北部大農場,VainqueurJP,,,-,ok
121,2025-12-11,木,2A,トロル防御基地,義勇,,-,宴会,ok
121,2025-12-11,木,2B,隠された修道院,ひよこりあ,,-,-,ok
121,2025-12-11,木,2C,マルニの第2実験場,UnityJP,,-,-,ok
121,2025-12-11,木,1A,アグリス平原,Restart,,-,-,ok
121,2025-12-11,木,1B,リンチ農場廃墟,Etërnîty,,統一,宴会,ok
121,2025-12-11,木,1C,ブレディー砦,βυsнỉȉdo家族,,-,-,ok
121,2025-12-11,木,1D,エントの森,ーEspoirー,,-,-,ok
121,2025-12-11,木,1E,クリオ村,Döraêmön,,-,-,ok
122,2025-12-12,金,3A,アグリス祭壇,・殺戮・,,,宴会,ok
122,2025-12-12,金,2A,ナーガ抽出場,UnityJP,,-,-,ok
122,2025-12-12,金,2B,オークキャンプ,FLORISTS,,-,宴会,ok
122,2025-12-12,金,1A,北部採石場,黄昏のえりしおん,,-,-,ok
122,2025-12-12,金,1B,ハーピーの絶壁,オアシスステップ,,-,-,ok
122,2025-12-12,金,1C,ブリの森,一惡人谷一,,統一,宴会,ok
122,2025-12-12,金,1D,マンシャの森の奥,Maverickz,,統一,-,ok
122,2025-12-12,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,統一,-,ok
124,2025-12-14,日,3A,デルニール農場,沙漠黑鷹,,,宴会,ok
124,2025-12-14,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,-,-,ok
124,2025-12-14,日,2B,忘却の地,PONYTAIL,,統一,-,ok
124,2025-12-14,日,1A,ナーガ沼地,SkyCastle,,-,-,ok
124,2025-12-14,日,1B,旧ダンデリオン,ーリベリオンー,,-,宴会,ok
124,2025-12-14,日,1C,捨てられた地,ーEspoirー,,-,-,ok
124,2025-12-14,日,1D,ベア川下流,LeLien,,統一,宴会,ok
124,2025-12-14,日,1E,アルティノ入り口,RëBîrth,,統一,宴会,ok
125,2025-12-15,月,3A,ルツム族駐屯地,RaиkSS,,,宴会,ok
125,2025-12-15,月,3B,アト農場,雪狼族,,,宴会,ok
125,2025-12-15,月,2A,ベリア農場地帯,MystSA,,-,-,ok
125,2025-12-15,月,2B,ギュントの丘,PhoenixJP,,-,-,ok
125,2025-12-15,月,2C,高原地帯,TheUniverse,,-,-,ok
125,2025-12-15,月,1A,隠遁の森,Revenant,,-,-,ok
125,2025-12-15,月,1B,エワズの丘,彡MukBANG彡,,-,宴会,ok
125,2025-12-15,月,1C,廃城跡入り口,Döraêmön,,統一,宴会,ok
125,2025-12-15,月,1D,カイア渡し場,ー麒麟ー,,-,宴会,ok
125,2025-12-15,月,1E,カズラ農場,C0BRA,,統一,-,ok
128,2025-12-18,木,3A,北部大農場,VainqueurJP,,,-,ok
128,2025-12-18,木,2A,トロル防御基地,ーリベリオンー,,-,-,ok
128,2025-12-18,木,2B,隠された修道院,ZirconiA,,統一,-,ok
128,2025-12-18,木,2C,マルニの第2実験場,温柔郷,,,,ok
128,2025-12-18,木,1A,アグリス平原,Restart,,-,宴会,ok
128,2025-12-18,木,1B,リンチ農場廃墟,黒の太陽,,-,-,ok
128,2025-12-18,木,1C,ブレディー砦,βυsнỉȉdo家族,,-,-,ok
128,2025-12-18,木,1D,エントの森,Иouver,,統一,-,ok
128,2025-12-18,木,1E,クリオ村,ーArchー,,-,宴会,ok
129,2025-12-19,金,3A,アグリス祭壇,・殺戮・,,,-,ok
129,2025-12-19,金,2A,ナーガ抽出場,MystSA,,-,宴会,ok
129,2025-12-19,金,2B,オークキャンプ,TheUniverse,,-,-,ok
129,2025-12-19,金,1A,北部採石場,黄昏のえりしおん,,統一,-,ok
129,2025-12-19,金,1B,ハーピーの絶壁,オアシスステップ,,-,-,ok
129,2025-12-19,金,1C,ブリの森,一惡人谷一,,-,-,ok
129,2025-12-19,金,1D,マンシャの森の奥,ーArchー,,-,宴会,ok
129,2025-12-19,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,-,-,ok
131,2025-12-21,日,3A,デルニール農場,沙漠黑鷹,,,-,ok
131,2025-12-21,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,-,-,ok
131,2025-12-21,日,2B,忘却の地,AlmaVivaJP,,-,宴会,ok
131,2025-12-21,日,1A,ナーガ沼地,SkyCastle,,統一,-,ok
131,2025-12-21,日,1B,旧ダンデリオン,Restart,,統一,-,ok
131,2025-12-21,日,1C,捨てられた地,オアシスステップ,,-,宴会,ok
131,2025-12-21,日,1D,ベア川下流,LeLien,,-,-,ok
131,2025-12-21,日,1E,アルティノ入り口,黄昏のえりしおん,,-,-,ok
132,2025-12-22,月,3A,ルツム族駐屯地,RaиkSS,,,-,ok
132,2025-12-22,月,3B,アト農場,雪狼族,,,-,ok
132,2025-12-22,月,2A,ベリア農場地帯,PokemonGo,,統一,-,ok
132,2025-12-22,月,2B,ギュントの丘,ーリベリオンー,,-,宴会,ok
132,2025-12-22,月,2C,高原地帯,TheUniverse,,-,宴会,ok
132,2025-12-22,月,1A,隠遁の森,RëBîrth,,統一,-,ok
132,2025-12-22,月,1B,エワズの丘,彡MukBANG彡,,-,-,ok
132,2025-12-22,月,1C,廃城跡入り口,LeLien,,-,-,ok
132,2025-12-22,月,1D,カイア渡し場,シェイド,,統一,-,ok
132,2025-12-22,月,1E,カズラ農場,Bagaиі,,-,宴会,ok
135,2025-12-25,木,3A,北部大農場,RaиkSS,,,宴会,ok
135,2025-12-25,木,2A,トロル防御基地,ーリベリオンー,,-,-,ok
135,2025-12-25,木,2B,隠された修道院,Restart,,-,-,ok
135,2025-12-25,木,2C,マルニの第2実験場,微笑Party,,-,-,ok
135,2025-12-25,木,1A,アグリス平原,Revenant,,-,-,ok
135,2025-12-25,木,1B,リンチ農場廃墟,xAEGISx,,-,宴会,ok
135,2025-12-25,木,1C,ブレディー砦,βυsнỉȉdo家族,,統一,-,ok
135,2025-12-25,木,1D,エントの森,ーEspoirー,,-,宴会,ok
135,2025-12-25,木,1E,クリオ村,PhoenixJP,,-,-,ok
136,2025-12-26,金,3A,アグリス祭壇,・殺戮・,,,宴会,ok
136,2025-12-26,金,2A,ナーガ抽出場,MystSA,,-,-,ok
136,2025-12-26,金,2B,オークキャンプ,Restart,,-,-,ok
136,2025-12-26,金,1A,北部採石場,ZirconiA,,-,宴会,ok
136,2025-12-26,金,1B,ハーピーの絶壁,ー麒麟ー,,統一,宴会,ok
136,2025-12-26,金,1C,ブリの森,一惡人谷一,,-,-,ok
136,2025-12-26,金,1D,マンシャの森の奥,ーArchー,,統一,-,ok
136,2025-12-26,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,-,-,ok
138,2025-12-28,日,3A,デルニール農場,沙漠黑鷹,,,,ok
138,2025-12-28,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,,,ok
138,2025-12-28,日,2B,忘却の地,PONYTAIL,,,,ok
138,2025-12-28,日,1A,ナーガ沼地,SkyCastle,,,,ok
138,2025-12-28,日,1B,旧ダンデリオン,UnityJP,,,,ok
138,2025-12-28,日,1C,捨てられた地,ーEspoirー,,,,ok
138,2025-12-28,日,1D,ベア川下流,義勇,,,,ok
138,2025-12-28,日,1E,アルティノ入り口,Revenant,,,,ok
139,2025-12-29,月,3A,ルツム族駐屯地,雲淡風輕o,,,宴会,ok
139,2025-12-29,月,3B,アト農場,雪狼族,,,,ok
139,2025-12-29,月,2A,ベリア農場地帯,柿一門,,統一,-,ok
139,2025-12-29,月,2B,ギュントの丘,ーリベリオンー,,-,-,ok
139,2025-12-29,月,2C,高原地帯,TheUniverse,,-,-,ok
139,2025-12-29,月,1A,隠遁の森,RëBîrth,,統一,宴会,ok
139,2025-12-29,月,1B,エワズの丘,彡MukBANG彡,,-,-,ok
139,2025-12-29,月,1C,廃城跡入り口,LeLien,,-,-,ok
139,2025-12-29,月,1D,カイア渡し場,FLORISTS,,統一,-,ok
139,2025-12-29,月,1E,カズラ農場,C0BRA,,統一,-,ok
142,2026-01-01,木,3A,北部大農場,TheUniverse,,,-,ok
142,2026-01-01,木,2A,トロル防御基地,UnityJP,,-,-,ok
142,2026-01-01,木,2B,隠された修道院,ーArchー,,-,-,ok
142,2026-01-01,木,2C,マルニの第2実験場,Maverickz,,-,-,ok
142,2026-01-01,木,1A,アグリス平原,Иouver,,統一,-,ok
142,2026-01-01,木,1B,リンチ農場廃墟,xAEGISx,,-,-,ok
142,2026-01-01,木,1C,ブレディー砦,βυsнỉȉdo家族,,統一,宴会,ok
142,2026-01-01,木,1D,エントの森,海洋之心,,-,-,ok
142,2026-01-01,木,1E,クリオ村,PhoenixJP,,-,-,ok
143,2026-01-02,金,3A,アグリス祭壇,・殺戮・,,,-,ok
143,2026-01-02,金,2A,ナーガ抽出場,VainqueurJP,,-,宴会,ok
143,2026-01-02,金,2B,オークキャンプ,TRAITORs,,-,-,ok
143,2026-01-02,金,1A,北部採石場,オアシスステップ,,-,宴会,ok
143,2026-01-02,金,1B,ハーピーの絶壁,xAEGISx,,統一,-,ok
143,2026-01-02,金,1C,ブリの森,一惡人谷一,,-,-,ok
143,2026-01-02,金,1D,マンシャの森の奥,微笑Party,,-,-,ok
143,2026-01-02,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,-,-,ok
145,2026-01-04,日,3A,デルニール農場,沙漠黑鷹,,,-,ok
145,2026-01-04,日,2A,略奪の森,AlmaVivaJP,,-,宴会,ok
145,2026-01-04,日,2B,忘却の地,TRAITORs,,-,宴会,ok
145,2026-01-04,日,1A,ナーガ沼地,SkyCastle,,-,-,ok
145,2026-01-04,日,1B,旧ダンデリオン,PhoenixJP,,-,宴会,ok
145,2026-01-04,日,1C,捨てられた地,微笑Party,,統一,宴会,ok
145,2026-01-04,日,1D,ベア川下流,義勇,,-,宴会,ok
145,2026-01-04,日,1E,アルティノ入り口,黄昏のえりしおん,,-,-,ok
146,2026-01-05,月,3A,ルツム族駐屯地,PONYTAIL,,,-,ok
146,2026-01-05,月,3B,アト農場,雪狼族,,,,ok
146,2026-01-05,月,2A,ベリア農場地帯,柿一門,,-,-,ok
146,2026-01-05,月,2B,ギュントの丘,VainqueurJP,,-,宴会,ok
146,2026-01-05,月,2C,高原地帯,MystSA,,-,宴会,ok
146,2026-01-05,月,1A,隠遁の森,ZirconiA,,-,-,ok
146,2026-01-05,月,1B,エワズの丘,美奚冰室,,統一,-,ok
146,2026-01-05,月,1C,廃城跡入り口,LeLien,,-,-,ok
146,2026-01-05,月,1D,カイア渡し場,ー麒麟ー,,-,宴会,ok
146,2026-01-05,月,1E,カズラ農場,Restart,,-,宴会,ok
149,2026-01-08,木,3A,北部大農場,TheUniverse,,,宴会,ok
149,2026-01-08,木,2A,トロル防御基地,ーリベリオンー,,統一,-,ok
149,2026-01-08,木,2B,隠された修道院,桜吹雪,,-,宴会,ok
149,2026-01-08,木,2C,マルニの第2実験場,VainqueurJP,,-,-,ok
149,2026-01-08,木,1A,アグリス平原,Bagaиі,,-,-,ok
149,2026-01-08,木,1B,リンチ農場廃墟,xAEGISx,,統一,-,ok
149,2026-01-08,木,1C,ブレディー砦,βυsнỉȉdo家族,,-,-,ok
149,2026-01-08,木,1D,エントの森,毛家村,,-,-,ok
149,2026-01-08,木,1E,クリオ村,Revenant,,-,宴会,ok
150,2026-01-09,金,3A,アグリス祭壇,・殺戮・,,,宴会,ok
150,2026-01-09,金,2A,ナーガ抽出場,VainqueurJP,,-,-,ok
150,2026-01-09,金,2B,オークキャンプ,PhoenixJP,,-,-,ok
150,2026-01-09,金,1A,北部採石場,オアシスステップ,,-,-,ok
150,2026-01-09,金,1B,ハーピーの絶壁,ーEspoirー,,-,-,ok
150,2026-01-09,金,1C,ブリの森,一惡人谷一,,統一,-,ok
150,2026-01-09,金,1D,マンシャの森の奥,Döraêmön,,統一,-,ok
150,2026-01-09,金,1E,廃鉄鉱山採掘場,亗Luxúria亗,,統一,-,ok
152,2026-01-11,日,3A,デルニール農場,沙漠黑鷹,,,-,ok
152,2026-01-11,日,2A,略奪の森,氣噗噗讓玻璃心碎一地,,-,-,ok
152,2026-01-11,日,2B,忘却の地,TRAITORs,,-,-,ok
152,2026-01-11,日,1A,ナーガ沼地,SkyCastle,,-,宴会,ok
152,2026-01-11,日,1B,旧ダンデリオン,UnityJP,,-,-,ok
152,2026-01-11,日,1C,捨てられた地,Restart,,-,-,ok
152,2026-01-11,日,1D,ベア川下流,ZirconiA,,統一,-,ok
152,2026-01-11,日,1E,アルティノ入り口,Revenant,,統一,-,ok
153,2026-01-12,月,3A,ルツム族駐屯地,PONYTAIL,,,宴会,ok
153,2026-01-12,月,2A,ベリア農場地帯,PokemonGo,,-,宴会,ok
153,2026-01-12,月,2B,ギュントの丘,VainqueurJP,,-,-,ok
153,2026-01-12,月,2C,高原地帯,MystSA,,-,-,ok
153,2026-01-12,月,1A,隠遁の森,黒の太陽,,-,-,ok
153,2026-01-12,月,1B,エワズの丘,Restart,,-,宴会,ok
153,2026-01-12,月,1C,廃城跡入り口,Maverickz,,統一,宴会,ok
153,2026-01-12,月,1D,カイア渡し場,シェイド,,-,-,ok
153,2026-01-12,月,1E,カズラ農場,彡MukBANG彡,,統一,-,ok
156,2026-01-15,木,3A,北部大農場,PONYTAIL,,,-,ok
156,2026-01-15,木,2A,トロル防御基地,UnityJP,,-,宴会,ok
156,2026-01-15,木,2B,隠された修道院,柿一門,,-,-,ok
156,2026-01-15,木,2C,マルニの第2実験場,VainqueurJP,,-,宴会,ok
156,2026-01-15,木,1A,アグリス平原,C0BRA,,統一,宴会,ok
156,2026-01-15,木,1B,リンチ農場廃墟,ーArchー,,-,-,ok
156,2026-01-15,木,1C,ブレディー砦,βυsнỉȉdo家族,,-,-,ok
156,2026-01-15,木,1D,エントの森,雲淡風輕o,,統一,宴会,ok
